plotID,TreeKey,SpeciesAbbrev,Azimuth,Distance,CrownWidth1,CrownWidth2,CrownOffsetAzimuth,CrownOffsetDistance,Z,XPLOT,YPLOT,X,Y
358,38545,Sb,138.5,9.48,3.2,3.11,0,0,10.9,426289.1185999997,5321209.703299999,426295.4002380568,5321202.603199766
358,38546,Sb,147.7,8.62,2.9,2.9,0,0,10,426289.1185999997,5321209.703299999,426293.72471725143,5321202.417142997
358,38547,Sb,168.7,7.77,2.85,2.8,0,0,9.6,426289.1185999997,5321209.703299999,426290.6411015405,5321202.083924103
358,38548,Sb,143.5,10.77,1.91,1.84,0,0,10,426289.1185999997,5321209.703299999,426295.524841413,5321201.04576161
358,38549,Sb,152.2,9.87,2.64,2.64,0,0,9.5,426289.1185999997,5321209.703299999,426293.72183613986,5321200.972485774
358,38550,Bw,159.1,9.21,2.8,2.62,0,0,10,426289.1185999997,5321209.703299999,426292.4041569734,5321201.09927679
358,38551,Sb,160.8,10.91,2.9,2.8,0,0,9.6,426289.1185999997,5321209.703299999,426292.7065351156,5321199.4001538
358,38552,Sb,172.4,9.23,NA,NA,0,0,7,426289.1185999997,5321209.703299999,426290.33932648174,5321200.554380563
358,38553,Bw,170.1,10.93,1.96,1.96,0,0,8.6,426289.1185999997,5321209.703299999,426290.99778506573,5321198.936055064
358,38554,Bw,173.8,11.26,4.03,4.87,0,0,10.5,426289.1185999997,5321209.703299999,426290.33467274497,5321198.509160145
358,38555,Bw,176.4,11.25,3.41,3.36,0,0,10.5,426289.1185999997,5321209.703299999,426289.8249933444,5321198.475499304
358,38556,Bf,187,1.16,3.55,3.55,0,0,11,426289.1185999997,5321209.703299999,426288.9772315613,5321208.551946463
358,38557,Bf,185.3,2.82,3.19,3.24,0,0,13.5,426289.1185999997,5321209.703299999,426288.8581149431,5321206.895356351
358,38558,Sb,207.7,4.17,3.03,2.8,0,0,9.7,426289.1185999997,5321209.703299999,426287.18020866904,5321206.01120858
358,38559,Bw,195.9,4.86,2.8,2.8,0,0,10,426289.1185999997,5321209.703299999,426287.78715819685,5321205.029237235
358,38560,Sb,208.8,5.63,3.53,3.41,0,0,7.3,426289.1185999997,5321209.703299999,426286.4063268145,5321204.7696933905
358,38561,Bw,221.4,6.1,3.58,3.48,0,0,11,426289.1185999997,5321209.703299999,426285.08459762123,5321205.127622475
358,38562,Sb,216,6.8,3.74,3.5,0,0,10.9,426289.1185999997,5321209.703299999,426285.1216602841,5321204.201984437
358,38563,Sb,216.1,8.43,2.76,2.53,0,0,9.5,426289.1185999997,5321209.703299999,426284.1516747072,5321202.891945278
358,38564,Sb,204.4,7.17,2.23,1.74,0,0,8,426289.1185999997,5321209.703299999,426286.15664123785,5321203.1736981515
358,38565,Sb,191.5,6.57,1.14,0.9,0,0,9,426289.1185999997,5321209.703299999,426287.8087526706,5321203.26519469
358,38566,Sb,181,6.67,3.08,3.08,0,0,10.6,426289.1185999997,5321209.703299999,426289.00219244877,5321203.034315873
358,38567,Sb,194.1,8.02,1.6,1.6,0,0,7.5,426289.1185999997,5321209.703299999,426287.16480760515,5321201.9249264365
358,38568,Pt,208.3,3.39,3.53,3.42,0,0,12.8,426289.1185999997,5321209.703299999,426287.51144097105,5321206.718481771
358,38569,Bw,227.5,11.03,3.45,3.33,0,0,10,426289.1185999997,5321209.703299999,426280.9864309747,5321202.251540009
358,38570,Sb,204.7,10.75,3.37,2.48,0,0,11.1,426289.1185999997,5321209.703299999,426284.62652895635,5321199.936837091
358,38571,Sb,198.9,9.81,3,2.88,0,0,9,426289.1185999997,5321209.703299999,426285.9409701272,5321200.422202629
358,38572,Sb,189,9.66,2.2,2.12,0,0,6.1,426289.1185999997,5321209.703299999,426287.6074430674,5321200.1622306295
358,38573,Bw,190.1,10.74,3.1,3,0,0,9.5,426289.1185999997,5321209.703299999,426287.23516136146,5321199.129735846
358,38574,Bw,178.5,11.04,4.75,4.59,0,0,11.4,426289.1185999997,5321209.703299999,426289.407593509,5321198.667083131
358,38575,Bf,267.7,3.16,2.45,2.45,0,0,12.5,426289.1185999997,5321209.703299999,426285.96114571113,5321209.576483535
358,38576,Bf,270,4.63,2.31,1.54,0,0,8,426289.1185999997,5321209.703299999,426284.4885999997,5321209.703299999
358,38577,Bf,271.3,7.56,2.32,2.32,0,0,10,426289.1185999997,5321209.703299999,426281.5605458732,5321209.874816241
358,38578,Bf,260.5,7.79,3.36,3.01,0,0,11.8,426289.1185999997,5321209.703299999,426281.43543516373,5321208.41757915
358,38579,Bw,251.7,6.65,3.89,3.53,0,0,10.5,426289.1185999997,5321209.703299999,426282.80492057337,5321207.615250167
358,38580,Bw,244.2,6.06,4.9,4.82,0,0,10.3,426289.1185999997,5321209.703299999,426283.662668245,5321207.065799537
358,38581,Sb,232.2,7.24,2.8,2.74,0,0,11,426289.1185999997,5321209.703299999,426283.3978777101,5321205.265852931
358,38582,Sb,246.1,8.76,2.75,2.75,0,0,8.3,426289.1185999997,5321209.703299999,426281.10973535187,5321206.154259699
358,38583,Sb,238.3,9.4,3.44,3.28,0,0,11,426289.1185999997,5321209.703299999,426281.1209755711,5321204.7638664795
358,38584,Bf,264.6,9.8,2.57,2.3,0,0,9.9,426289.1185999997,5321209.703299999,426279.3620927466,5321208.781038528
358,38585,Bf,260.2,9.13,3.27,3.2,0,0,11.5,426289.1185999997,5321209.703299999,426280.12182588654,5321208.149287272
358,38586,Bf,260.5,9.32,3.91,3.87,0,0,12.3,426289.1185999997,5321209.703299999,426279.9264181934,5321208.165056312
358,38587,Sb,253.4,9.81,2.69,2.65,0,0,9.5,426289.1185999997,5321209.703299999,426279.7174555442,5321206.900697115
358,38588,Bf,262.7,11.22,2.78,2.89,0,0,12.5,426289.1185999997,5321209.703299999,426277.98954435386,5321208.277635091
358,38589,Sb,251.2,11.19,1.6,1.6,0,0,10.5,426289.1185999997,5321209.703299999,426278.525594779,5321206.09714687
358,38590,Bf,315.7,2.06,2.6,2.11,0,0,9.8,426289.1185999997,5321209.703299999,426287.6798645117,5321211.177627031
358,38591,Sb,320.8,4.15,3.28,3.56,0,0,13,426289.1185999997,5321209.703299999,426286.49567839364,5321212.919319628
358,38592,Bw,295.4,4.09,3.36,3.28,0,0,11,426289.1185999997,5321209.703299999,426285.4239586519,5321211.4576446945
358,38593,Bf,288.9,4.81,2.99,2.87,0,0,11,426289.1185999997,5321209.703299999,426284.56792942376,5321211.261342781
358,38594,Sb,305.4,5.47,1.98,1.85,0,0,8.9,426289.1185999997,5321209.703299999,426284.65985095705,5321212.871968012
358,38595,Sb,311.4,7.48,3.24,3.49,0,0,10,426289.1185999997,5321209.703299999,426283.50776919886,5321214.649912752
358,38596,Sb,298,6.94,2.29,2.18,0,0,9.6,426289.1185999997,5321209.703299999,426282.99094370526,5321212.961432645
358,38597,Sb,283.6,5.98,2.1,2,0,0,9.5,426289.1185999997,5321209.703299999,426283.30627321627,5321211.1094498355
358,38598,Bf,290.6,7.7,2.88,2.12,0,0,10.7,426289.1185999997,5321209.703299999,426281.9109415745,5321212.412480692
358,38599,Sb,295.2,8.59,3,2.87,0,0,10.5,426289.1185999997,5321209.703299999,426281.34613561904,5321213.360744114
358,38600,Bf,311.2,11.12,2.75,2.55,0,0,7.7,426289.1185999997,5321209.703299999,426280.7517462128,5321217.027926796
358,38601,Sb,297.6,10.19,2.57,2.1,0,0,10.5,426289.1185999997,5321209.703299999,426280.0881855273,5321214.424286597
358,38603,Sb,287.1,8.42,1.42,2.1,0,0,7.5,426289.1185999997,5321209.703299999,426281.0708228151,5321212.179119538
358,38604,Sb,285.6,9.65,2.98,2.65,0,0,9.6,426289.1185999997,5321209.703299999,426279.8240812301,5321212.298376268
358,38605,Bw,280.2,10.29,2.95,2.76,0,0,9.5,426289.1185999997,5321209.703299999,426278.9912271937,5321211.525501977
358,38606,Bw,334.7,1.73,3.87,4.08,0,0,10.3,426289.1185999997,5321209.703299999,426288.379270896,5321211.26736281
358,38607,Bw,335.8,2.81,3.07,2.89,0,0,10.5,426289.1185999997,5321209.703299999,426287.9667162746,5321212.266357525
358,38608,Sb,346,5.31,2.2,3.41,196,2.42,6.3,426289.1185999997,5321209.703299999,426287.16695233295,5321212.529317002
358,38609,Sb,333.7,5.9,3.07,3,0,0,10,426289.1185999997,5321209.703299999,426286.5044799738,5321214.992569938
358,38610,Mr,348.3,7.52,4.82,3.64,0,0,10.3,426289.1185999997,5321209.703299999,426287.5936395386,5321217.0670555355
358,38611,Bw,344.6,8.64,3.2,3.03,0,0,11.5,426289.1185999997,5321209.703299999,426286.8241951446,5321218.033084292
358,38612,Bw,323.5,8.75,3.63,3.42,0,0,12,426289.1185999997,5321209.703299999,426283.91390061565,5321216.73704753
358,38613,Bw,324.2,8.99,4.35,5.12,0,0,11.5,426289.1185999997,5321209.703299999,426283.85983050155,5321216.994763732
358,38614,Bw,338.4,10.35,5.15,5.75,0,0,14.2,426289.1185999997,5321209.703299999,426285.3085108794,5321219.3264866285
358,38615,Bw,336.4,10.47,3.64,3.32,0,0,10.5,426289.1185999997,5321209.703299999,426284.92694562883,5321219.297617778
358,38616,Bw,336.8,10.82,4.02,3.81,0,0,13.5,426289.1185999997,5321209.703299999,426284.85614853795,5321219.64834437
358,38617,Bw,356.1,9.5,3.47,3,0,0,11,426289.1185999997,5321209.703299999,426288.4724547384,5321219.1813006485
191,36876,Sb,25.2,10.8,2.63,3.18,0,0,15.3,459032.4631000003,5355316.5799,459037.0615163492,5355326.352032167
264,39459,Pj,40,2.3,2.76,1.71,0,0,19.5,432425.36039999966,5342107.2776999995,432426.8388115019,5342109.039602219
264,39460,Pj,32.5,4.4,2.44,3.18,0,0,19.6,432425.36039999966,5342107.2776999995,432427.7245182764,5342110.988622361
264,39461,Pj,5,4.9,1.28,0.95,0,0,13.5,432425.36039999966,5342107.2776999995,432425.7874631391,5342112.15905402
264,39462,Pj,8.2,5.1,1.8,1.11,0,0,13.5,432425.36039999966,5342107.2776999995,432426.08780756156,5342112.325558777
264,39463,Pj,17,5.9,1.43,1.53,0,0,13.5,432425.36039999966,5342107.2776999995,432427.0853930575,5342112.91989806
264,39464,Pj,9.9,6,2.57,2.18,0,0,18.1,432425.36039999966,5342107.2776999995,432426.3919746013,5342113.188355956
264,39465,Pj,10.4,7.7,1.73,1.38,0,0,19,432425.36039999966,5342107.2776999995,432426.7503974181,5342114.8512003245
264,39466,Pj,4.1,9.4,1.55,1.23,0,0,17.2,432425.36039999966,5342107.2776999995,432426.0324759764,5342116.653643359
264,39467,Pj,17.9,8.7,3.07,2.47,0,0,20.4,432425.36039999966,5342107.2776999995,432428.0344025745,5342115.556571313
264,39468,Sb,15.4,9,1.68,2.1,0,0,10.2,432425.36039999966,5342107.2776999995,432427.75040505704,5342115.954558638
264,39469,Pj,20.2,9.6,2.04,1.59,0,0,17.4,432425.36039999966,5342107.2776999995,432428.67526271,5342116.287233018
264,39470,Pj,359.2,10.5,2.79,1.82,0,0,12.9,432425.36039999966,5342107.2776999995,432425.2137971061,5342117.776676501
264,39471,Pj,29.1,8.9,1.72,1.45,0,0,18.1,432425.36039999966,5342107.2776999995,432429.68878488545,5342115.054272785
264,39472,Pj,27.9,10.3,1.76,1.16,0,0,17.1,432425.36039999966,5342107.2776999995,432430.18007708655,5342116.380485989
264,39473,Pj,36.4,6.4,1.55,1.92,0,0,15.8,432425.36039999966,5342107.2776999995,432429.1582808739,5342112.429020302
264,39474,Sb,40.3,9.8,2.57,2.16,0,0,5.6,432425.36039999966,5342107.2776999995,432431.69893983885,5342114.751849631
264,39475,Pj,68.9,2.4,1.65,1.42,0,0,19.4,432425.36039999966,5342107.2776999995,432427.5994884832,5342108.141692339
264,39476,Pj,75.2,4,2.98,1.86,0,0,20.6,432425.36039999966,5342107.2776999995,432429.2276935541,5342108.299483031
264,39477,Pj,48.3,4.8,1.32,1.61,0,0,14.4,432425.36039999966,5342107.2776999995,432428.9442632746,5342110.470805702
264,39478,Pj,53.4,6.3,0.66,0.69,0,0,14.4,432425.36039999966,5342107.2776999995,432430.41815009335,5342111.033916712
264,39479,Pj,62.8,6.8,0.8,1.86,0,0,11.5,432425.36039999966,5342107.2776999995,432431.40843133803,5342110.385965903
264,39480,Pt,68.7,6.9,2.92,3.28,0,0,19.5,432425.36039999966,5342107.2776999995,432431.78906947,5342109.78413349
264,39481,Pj,74.2,7.6,1.49,2.02,0,0,9.5,432425.36039999966,5342107.2776999995,432432.67325675045,5342109.347029877
264,39482,Pj,83.1,6.6,NA,NA,0,0,2.2,432425.36039999966,5342107.2776999995,432431.9125984564,5342108.070603136
264,39483,Pj,81.7,7.8,2.63,3.11,0,0,21.4,432425.36039999966,5342107.2776999995,432433.0787011544,5342108.403678367
264,39484,Sb,64.9,7.1,1.7,2.19,0,0,9.8,432425.36039999966,5342107.2776999995,432431.7899384726,5342110.289515901
264,39485,Pj,64.1,7.7,2.02,1.55,0,0,20.2,432425.36039999966,5342107.2776999995,432432.2869948976,5342110.64107377
264,39486,Pj,62.3,8.4,3.91,1.85,0,0,19,432425.36039999966,5342107.2776999995,432432.797706456,5342111.182373184
264,39487,Pj,48.9,8.7,2.67,2.44,0,0,21.8,432425.36039999966,5342107.2776999995,432431.9164015127,5342112.996864638
264,39488,Pj,46.9,10.2,1.28,1.07,0,0,14.2,432425.36039999966,5342107.2776999995,432432.80805522116,5342114.247092491
264,39489,Pj,46.8,10.5,2.36,2.31,0,0,17.8,432425.36039999966,5342107.2776999995,432433.0145705876,5342114.465444611
264,39490,Sb,54.8,10,3.33,2.98,0,0,10.2,432425.36039999966,5342107.2776999995,432433.531848983,5342113.042023161
264,39491,Pj,113.9,2.6,1.83,1.71,0,0,19.9,432425.36039999966,5342107.2776999995,432427.7374602833,5342106.2243318735
264,39492,Pj,105,3,3.44,1.82,101,1.19,19.9,432425.36039999966,5342107.2776999995,432429.4263138268,5342106.27418016
264,39493,Pj,105.3,4.3,1.17,0.99,0,0,12.7,432425.36039999966,5342107.2776999995,432429.507996899,5342106.143045885
264,39494,Pj,126.9,4,1.27,1.24,0,0,12,432425.36039999966,5342107.2776999995,432428.5591386336,5342104.876019098
264,39495,Pj,129.1,4.3,2.04,1.39,0,0,10,432425.36039999966,5342107.2776999995,432428.69739955006,5342104.565794027
264,39496,Pj,130.1,4.4,2.13,1.33,0,0,20,432425.36039999966,5342107.2776999995,432428.7260541637,5342104.443556028
264,39497,Pj,126.8,4.4,NA,NA,0,0,16,432425.36039999966,5342107.2776999995,432428.8836180318,5342104.641996166
264,39498,Pj,125.2,4.2,NA,NA,0,0,16,432425.36039999966,5342107.2776999995,432428.7924085727,5342104.856684271
264,39499,Pj,94.5,6,1.5,1.25,0,0,16.5,432425.36039999966,5342107.2776999995,432431.34190400207,5342106.806945425
264,39500,Pj,98.9,6.7,1.35,1.53,0,0,18.4,432425.36039999966,5342107.2776999995,432431.9797311003,5342106.241140411
264,39501,Pj,96,9.4,1.47,2.01,0,0,20.7,432425.36039999966,5342107.2776999995,432434.70890581614,5342106.295132445
264,39502,Pj,94.6,10.9,1.56,1.1,0,0,11.7,432425.36039999966,5342107.2776999995,432436.2252897748,5342106.403531725
264,39503,Pj,92.2,10.2,3.47,1.7,0,0,10,432425.36039999966,5342107.2776999995,432435.552881747,5342106.886144347
264,39504,Pj,85.3,9.4,2.45,3.24,0,0,19.5,432425.36039999966,5342107.2776999995,432434.7287914358,5342108.047921981
264,39505,Pj,124.5,7.2,3.41,1.7,0,0,17,432425.36039999966,5342107.2776999995,432431.29410855775,5342103.199575094
264,39506,Pj,126.1,7.5,3.49,2.21,0,0,21.1,432425.36039999966,5342107.2776999995,432431.4203241289,5342102.858727319
264,39507,Pj,112,8.6,2.44,1.83,0,0,21,432425.36039999966,5342107.2776999995,432433.3341811489,5342104.056083296
264,39508,Pj,113.7,8.9,1.56,1.39,0,0,20.2,432425.36039999966,5342107.2776999995,432433.50979708036,5342103.700364787
264,39509,Pj,125.5,9.4,2.35,1.84,0,0,20.2,432425.36039999966,5342107.2776999995,432433.0130858722,5342101.819092216
264,39510,Pj,121.5,10.9,1.66,1.91,0,0,19,432425.36039999966,5342107.2776999995,432434.6541777911,5342101.582465644
264,39511,Pj,106.6,10.5,2.32,1.68,0,0,20.9,432425.36039999966,5342107.2776999995,432435.42278703157,5342104.277972142
264,39512,Pj,147,3.3,1.24,1.76,258,1.81,20.2,432425.36039999966,5342107.2776999995,432425.38726165786,5342104.133766965
264,39513,Pj,171.4,2.8,2.63,3.12,0,0,21,432425.36039999966,5342107.2776999995,432425.77909896127,5342104.509182133
264,39514,Pj,175.2,4.7,1.6,2.14,0,0,15,432425.36039999966,5342107.2776999995,432425.75368586334,5342102.594183561
264,39515,Pj,162.3,5.2,2.61,1.86,0,0,18.6,432425.36039999966,5342107.2776999995,432426.94137191644,5342102.323860297
264,39516,Pj,140.7,6.2,2.82,3.82,0,0,21.4,432425.36039999966,5342107.2776999995,432429.2873614099,5342102.4798906995
264,39517,Pj,156.5,7.4,3.24,3.13,0,0,21,432425.36039999966,5342107.2776999995,432428.3111431097,5342100.491455449
264,39518,Pj,166.1,7.2,1.02,1.6,0,0,16,432425.36039999966,5342107.2776999995,432427.09004190547,5342100.288541332
264,39519,Pj,181.4,7,2.81,2.37,163,1.63,17.3,432425.36039999966,5342107.2776999995,432425.6659406313,5342098.721012819
264,39520,Pt,179.9,10.1,4.27,3.79,0,0,22.3,432425.36039999966,5342107.2776999995,432425.3780278161,5342097.177715383
264,39521,Pt,178.5,10.3,2.16,1.12,0,0,5.2,432425.36039999966,5342107.2776999995,432425.63002256723,5342096.981229552
264,39522,Pt,181.9,10.4,4.79,4.53,0,0,25.2,432425.36039999966,5342107.2776999995,432425.0155861444,5342096.8834177535
264,39523,Pj,195.5,1.2,2.02,1.31,0,0,17.9,432425.36039999966,5342107.2776999995,432425.0397139484,5342106.121343455
264,39524,Pj,205,2.5,0.89,0.95,0,0,18.8,432425.36039999966,5342107.2776999995,432424.3038543453,5342105.011930532
264,39525,Pj,198.5,8.3,2.87,1.66,0,0,21.1,432425.36039999966,5342107.2776999995,432422.7267713515,5342099.406613661
264,39526,Pj,212.2,8.4,2.71,2.13,0,0,11.5,432425.36039999966,5342107.2776999995,432420.88423928065,5342100.169677404
264,39527,Pj,211.2,9.5,3.83,3,0,0,22,432425.36039999966,5342107.2776999995,432420.4391434106,5342099.151739528
264,39528,Pj,218.9,10.8,1.85,1.38,0,0,21.1,432425.36039999966,5342107.2776999995,432418.57839897706,5342098.872673996
264,39529,Pj,202.8,11,1.14,2.27,0,0,21.5,432425.36039999966,5342107.2776999995,432421.0977285487,5342097.137205332
264,39530,Pj,250.9,2.9,1.76,2.12,0,0,19,432425.36039999966,5342107.2776999995,432422.6200481544,5342106.328768092
264,39531,Pj,220.5,3.4,1.88,1.14,0,0,15,432425.36039999966,5342107.2776999995,432423.15227663534,5342104.692319716
264,39532,Pj,221.9,5.4,1.41,1.89,0,0,15,432425.36039999966,5342107.2776999995,432421.7541042001,5342103.25841765
264,39534,Pj,261.3,4.9,1.7,1.99,0,0,19.6,432425.36039999966,5342107.2776999995,432420.5167799543,5342106.536521981
264,39535,Pj,237.4,6.1,3.17,3.43,0,0,20.5,432425.36039999966,5342107.2776999995,432420.22144037794,5342103.991198211
264,39536,Pj,234.5,6.6,1.09,1.08,0,0,12,432425.36039999966,5342107.2776999995,432419.9872375785,5342103.445060492
264,39537,Pj,227.6,7.7,1.51,1.67,0,0,13.5,432425.36039999966,5342107.2776999995,432419.67429387686,5342102.085571615
264,39538,Pj,222.3,9,2.36,4.04,0,0,20.9,432425.36039999966,5342107.2776999995,432419.30328737805,5342100.621020145
264,39539,Pj,229.3,10.5,1.97,1.38,0,0,20.4,432425.36039999966,5342107.2776999995,432417.39998946956,5342100.43066676
264,39540,Pj,242.1,8,1.77,1.87,0,0,18.7,432425.36039999966,5342107.2776999995,432418.29027495894,5342103.534261486
264,39541,Pj,251.4,7.1,1.26,1.9,0,0,14.3,432425.36039999966,5342107.2776999995,432418.6312442886,5342105.013088903
264,39542,Pj,261.9,6.7,2.21,1.7,0,0,19.2,432425.36039999966,5342107.2776999995,432418.72724149295,5342106.333661745
264,39543,Pj,259.5,8.8,1.9,3,0,0,19.8,432425.36039999966,5342107.2776999995,432416.7077568131,5342105.674027375
264,39544,Pj,249.5,9.7,3.85,3.87,0,0,21.9,432425.36039999966,5342107.2776999995,432416.27467976394,5342103.880688401
264,39545,Pj,240.4,9.2,1.82,2.24,0,0,15.3,432425.36039999966,5342107.2776999995,432417.36104664824,5342102.733434827
264,39546,Pj,266,4.7,1.08,2.05,262,1.59,17.7,432425.36039999966,5342107.2776999995,432419.09732273413,5342106.728559342
264,39547,Pj,281.2,5.5,2.42,2.14,0,0,20.2,432425.36039999966,5342107.2776999995,432419.96514664526,5342108.345988931
264,39548,Pj,305,4.2,3.28,3.22,0,0,18.9,432425.36039999966,5342107.2776999995,432421.91996141366,5342109.6867210325
264,39549,Pj,273.2,7.6,1.84,1.7,0,0,20.5,432425.36039999966,5342107.2776999995,432417.7722501919,5342107.701943438
264,39550,Pj,276.9,7.6,1.47,1.69,0,0,17.9,432425.36039999966,5342107.2776999995,432417.815444201,5342108.190739974
264,39551,Pj,270.1,8.6,NA,NA,0,0,13.5,432425.36039999966,5342107.2776999995,432416.7604130982,5342107.292709824
264,39552,Pj,276.3,9.8,2.73,2.22,0,0,20.5,432425.36039999966,5342107.2776999995,432415.6195826362,5342108.353096249
264,39553,Pj,294,8.7,1.52,1.73,0,0,19.1,432425.36039999966,5342107.2776999995,432417.41255451815,5342110.816308795
264,39554,Pj,304.9,8.2,1.03,1.27,0,0,18.6,432425.36039999966,5342107.2776999995,432418.6351546175,5342111.969296162
264,39557,Pj,295.9,10.4,1.82,2.39,0,0,17.5,432425.36039999966,5342107.2776999995,432416.00499909854,5342111.820438598
264,39558,Pj,273.8,9.1,2.14,2.14,0,0,20,432425.36039999966,5342107.2776999995,432416.2804066382,5342107.880792493
264,39559,Pj,317.6,1.9,2.64,1.92,0,0,18.2,432425.36039999966,5342107.2776999995,432424.07922546327,5342108.680765146
264,39560,Pj,337.9,3.3,1.6,1.96,0,0,17.3,432425.36039999966,5342107.2776999995,432424.1188599313,5342110.335244481
264,39561,Pj,340.5,4.1,1.37,1.4,0,0,14,432425.36039999966,5342107.2776999995,432423.9917918768,5342111.1425301125
264,39562,Pj,344.6,5,1.95,1.65,0,0,17,432425.36039999966,5342107.2776999995,432424.03261941223,5342112.09817702
264,39565,Pj,313.3,7.8,0.83,0.71,0,0,14.4,432425.36039999966,5342107.2776999995,432419.68377248995,5342112.6270831525
264,39566,Pj,311.5,8.8,1.39,1.61,0,0,18.3,432425.36039999966,5342107.2776999995,432418.76958965673,5342113.108756424
264,39567,Pj,311.3,10.1,1.52,1.26,0,0,18.3,432425.36039999966,5342107.2776999995,432417.77263225126,5342113.9437168455
264,39568,Pj,327.1,7.5,1.08,1.24,0,0,14.4,432425.36039999966,5342107.2776999995,432421.286591625,5342113.574848983
264,39569,Pj,325.5,7.7,2.37,3.29,0,0,18.9,432425.36039999966,5342107.2776999995,432420.99907197536,5342113.623471652
264,39570,Pj,321.8,8.7,1.16,0.97,0,0,20,432425.36039999966,5342107.2776999995,432419.98024696007,5342114.11465497
264,39571,Pj,328.7,9,1.29,0.89,0,0,16.2,432425.36039999966,5342107.2776999995,432420.68472799275,5342114.9678294705
264,39572,Pj,340.6,8.4,4.1,2.5,0,0,19.3,432425.36039999966,5342107.2776999995,432422.5702464918,5342115.200770326
264,39573,Pj,354.5,8,1.18,1.77,0,0,17.1,432425.36039999966,5342107.2776999995,432424.5936339795,5342115.240869586
264,39574,Sb,357.8,8.9,2.16,2.5,0,0,8.7,432425.36039999966,5342107.2776999995,432425.01874849875,5342116.1711399555
264,39575,Pj,353.4,9,1.58,1.38,0,0,16.4,432425.36039999966,5342107.2776999995,432424.3259656452,5342116.21805489
264,39576,Pj,336.7,9.9,1.57,1.8,0,0,16.6,432425.36039999966,5342107.2776999995,432421.4444995243,5342116.370319175
264,39577,Pj,336.2,11.1,1.91,1.5,95,0.59,16.4,432425.36039999966,5342107.2776999995,432421.468802082,5342117.382330424
264,39563,Pj,321,5.9,1.55,1.7,0,0,16,432425.36039999966,5342107.2776999995,432421.64740969246,5342111.862861172
264,39564,Pj,313,6.4,1.03,2.44,0,0,19.1,432425.36039999966,5342107.2776999995,432420.6797363093,5342111.642489504
365,40439,Pj,14.7,4.5,1.56,1.13,0,0,16.5,477711.0937999999,5346387.996099999,477712.23571075057,5346392.348804886
365,40440,Pj,32.9,3.5,NA,NA,0,0,6,477711.0937999999,5346387.996099999,477712.99491057475,5346390.934769525
365,40441,Pj,17.6,6.5,2.19,2.2,0,0,22.7,477711.0937999999,5346387.996099999,477713.0592042898,5346394.19183934
365,40442,Pj,8.8,9.2,NA,NA,0,0,8.5,477711.0937999999,5346387.996099999,477712.5012696937,5346397.087801108
365,40443,Pj,16.5,9.4,NA,NA,0,0,13.5,477711.0937999999,5346387.996099999,477713.76354424015,5346397.0090055065
365,40444,Pj,35.6,7.2,2.01,1.52,0,0,21.7,477711.0937999999,5346387.996099999,477715.285085385,5346393.850425479
365,40445,Pj,72.6,3.7,1.27,1.73,0,0,22,477711.0937999999,5346387.996099999,477714.62448921544,5346389.10255093
365,40446,Sb,72.7,5.3,3.37,3.68,0,0,7.6,477711.0937999999,5346387.996099999,477716.1540322373,5346389.572186831
365,40447,Pj,76.4,7.1,NA,NA,0,0,17,477711.0937999999,5346387.996099999,477717.994723104,5346389.665609002
365,40448,Pj,79.1,8.4,2.38,2.06,0,0,19.3,477711.0937999999,5346387.996099999,477719.34225318657,5346389.58450172
365,40449,Pj,79,9,2.45,1.94,0,0,23,477711.0937999999,5346387.996099999,477719.92844465096,5346389.713380958
365,40450,Pj,44.5,10.4,NA,NA,0,0,16,477711.0937999999,5346387.996099999,477718.3832563486,5346395.413904671
365,40451,Pj,79.5,10,3.53,2.19,258,4.99,22.5,477711.0937999999,5346387.996099999,477716.0453925479,5346388.780975916
365,40452,Pj,91.9,3.9,0.98,1.03,0,0,16.5,477711.0937999999,5346387.996099999,477714.9916558421,5346387.866794803
365,40453,Pj,120.4,4.9,2.59,2.97,0,0,24,477711.0937999999,5346387.996099999,477715.320116979,5346385.516534555
365,40454,Pj,129.1,5.8,NA,NA,0,0,7.5,477711.0937999999,5346387.996099999,477715.5948691609,5346384.338180316
365,40455,Pj,120,10.9,2.32,2.29,0,0,8,477711.0937999999,5346387.996099999,477720.5334769012,5346382.546099999
365,40456,Bf,112.3,11,2.99,3.19,0,0,8.2,477711.0937999999,5346387.996099999,477721.27110690216,5346383.822082245
365,40457,Pj,152.5,6.3,2.69,3.07,0,0,22.9,477711.0937999999,5346387.996099999,477714.0028162633,5346382.40793175
365,40458,Sb,152.2,7.6,3.8,3.95,0,0,10.3,477711.0937999999,5346387.996099999,477714.6383384665,5346381.273284587
365,40459,Bf,137,7.7,2.27,2.54,0,0,7.5,477711.0937999999,5346387.996099999,477716.3451873724,5346382.364676497
365,40460,Bf,137.5,9,3.6,2.78,0,0,9.2,477711.0937999999,5346387.996099999,477717.17411186843,5346381.360603968
365,40461,Pj,137.9,7.5,1.93,2.23,0,0,22.3,477711.0937999999,5346387.996099999,477716.1219996421,5346382.431281192
365,40462,Bf,162,10.5,2.42,2.32,0,0,7.3,477711.0937999999,5346387.996099999,477714.3384784408,5346378.010006578
365,40463,Bw,159.9,10.7,2.44,2.23,0,0,6.3,477711.0937999999,5346387.996099999,477714.770958732,5346377.947791502
365,40464,Pj,182.1,4,2.99,2.77,0,0,23.8,477711.0937999999,5346387.996099999,477710.9472251651,5346383.998786424
