plot_id,tree_id,XTOP,YTOP,ZTOP,set_id
424,104,425131.73,5316621.58,6.36,LMF_002
424,105,425124.78,5316625.93,9.74,LMF_002
424,107,425131.48,5316628.3,7.85,LMF_002
424,108,425131.85,5316626.34,9.18,LMF_002
424,109,425133.29,5316618.77,12.04,LMF_002
424,110,425132.18,5316625.18,10.34,LMF_002
424,111,425136.42,5316618.35,8.22,LMF_002
424,112,425135.27,5316622.56,7.72,LMF_002
424,114,425138.66,5316627.41,8.61,LMF_002
424,115,425142.34,5316624.98,7.13,LMF_002
424,116,425134.89,5316621.05,10.07,LMF_002
424,117,425139.25,5316621.46,9.62,LMF_002
424,118,425138.62,5316624.23,9.68,LMF_002
424,121,425125.31,5316632.02,8.58,LMF_002
424,122,425130.52,5316632.27,8.42,LMF_002
424,123,425130.71,5316633.22,8.57,LMF_002
424,124,425132.67,5316631.85,9.57,LMF_002
424,125,425126.01,5316634.09,7.57,LMF_002
424,126,425126.31,5316637.69,7.85,LMF_002
424,127,425127.8,5316638.22,8.2,LMF_002
424,129,425130.9,5316634.09,8.7,LMF_002
424,130,425131.77,5316637.18,7.39,LMF_002
424,131,425134.01,5316632.93,10.49,LMF_002
424,132,425134.2,5316630.31,9.34,LMF_002
424,133,425136.41,5316630.47,8.95,LMF_002
424,134,425138.25,5316633.35,7.64,LMF_002
424,135,425140.41,5316631.31,7.72,LMF_002
424,137,425138.67,5316635.73,9.11,LMF_002
424,138,425141.13,5316636.62,9.87,LMF_002
424,139,425126.97,5316639.27,7.42,LMF_002
424,140,425126.99,5316641.08,9.76,LMF_002
424,143,425129.52,5316639.06,8.37,LMF_002
424,144,425130.07,5316639.73,8.47,LMF_002
424,147,425132.52,5316640.1,9.86,LMF_002
